"origin","horizon","region","model","forecast","actual","error","sq_err"
1983,3,"AL","rw_drift",74.0031423552433,73.28,0.723142355243255,0.522934865946761
1983,3,"AK","rw_drift",74.3137133085642,73.88,0.433713308564236,0.188107234025737
1983,3,"AZ","rw_drift",76.216246048345,75.54,0.67624604834495,0.457308717902161
1983,3,"AR","rw_drift",74.5011156611403,74.15,0.351115661140312,0.123282207497999
1983,3,"CA","rw_drift",75.8472783102926,75.29,0.55727831029256,0.310559115122531
1983,3,"CO","rw_drift",76.858465244173,76.43,0.428465244172997,0.183582465464226
1983,3,"CT","rw_drift",76.4610245782207,76.11,0.351024578220688,0.123218254515012
1983,3,"DE","rw_drift",75.0305545730291,74.11,0.920554573029136,0.847420721924855
1983,3,"FL","rw_drift",75.4584824639728,75.17,0.288482463972798,0.0832221320198167
1983,3,"GA","rw_drift",73.6073617309432,73.18,0.427361730943204,0.182638049074772
1983,3,"HI","rw_drift",78.2926859937199,78.06,0.232685993719883,0.0541427716734096
1983,3,"ID","rw_drift",76.1317801812368,75.99,0.14178018123684,0.0201016197915511
1983,3,"IL","rw_drift",74.5917089095175,74.34,0.251708909517447,0.0633573751304623
1983,3,"IN","rw_drift",75.0019133034254,74.59,0.411913303425393,0.16967256953882
1983,3,"IA","rw_drift",76.8197129499079,76.88,-0.0602870500921284,0.0036345284088108
1983,3,"KS","rw_drift",76.3431619945909,76.22,0.123161994590944,0.0151688769116198
1983,3,"KY","rw_drift",73.8766368691388,73.77,0.106636869138853,0.0113714218597369
1983,3,"LA","rw_drift",72.9647080950789,73.09,-0.125291904921099,0.0156980614387577
1983,3,"ME","rw_drift",75.8236599420854,75.62,0.203659942085395,0.0414773720102263
1983,3,"MD","rw_drift",74.6472578203335,74.08,0.567257820333495,0.321781434729508
1983,3,"MA","rw_drift",76.0462428443906,75.72,0.326242844390578,0.106434393516055
1983,3,"MI","rw_drift",74.5693192848886,74.17,0.399319284888605,0.159455891283947
1983,3,"MN","rw_drift",77.3983954099379,76.89,0.508395409937918,0.258465892845944
1983,3,"MS","rw_drift",73.2400668770018,72.91,0.330066877001769,0.108944143293701
1983,3,"MO","rw_drift",74.980755111093,74.76,0.220755111093041,0.0487328190737009
1983,3,"MT","rw_drift",75.6349025777634,75.58,0.0549025777634,0.00301429304506619
1983,3,"NE","rw_drift",76.6584932455194,76.38,0.278493245519428,0.0775584877999444
1983,3,"NV","rw_drift",74.7700653436056,74.24,0.530065343605642,0.280969268491768
1983,3,"NH","rw_drift",76.2683277756958,75.76,0.508327775695818,0.258397127543858
1983,3,"NJ","rw_drift",75.0437414731687,74.66,0.383741473168726,0.147257518229704
1983,3,"NM","rw_drift",75.9096471268958,75.2,0.709647126895803,0.503599044711467
1983,3,"NY","rw_drift",74.6168833033095,73.97,0.646883303309494,0.418458008100603
1983,3,"NC","rw_drift",74.5813311961814,73.93,0.65133119618136,0.424232327119041
1983,3,"ND","rw_drift",77.404183268698,77.9,-0.495816731302,0.245834231039
1983,3,"OH","rw_drift",74.7177771419983,74.54,0.177777141998305,0.0316047122170856
1983,3,"OK","rw_drift",74.6378444916864,74.62,0.0178444916864322,0.000318425883547148
1983,3,"OR","rw_drift",76.3120494744454,75.94,0.37204947444539,0.138420811435091
1983,3,"PA","rw_drift",74.9381860099364,74.59,0.348186009936427,0.12123349751545
1983,3,"RI","rw_drift",76.1539748401014,75.59,0.56397484010138,0.318067620267378
1983,3,"SC","rw_drift",73.4185825563773,72.83,0.58858255637729,0.346429425671625
1983,3,"SD","rw_drift",76.0954697846949,75.75,0.345469784694856,0.11934937213711
1983,3,"TN","rw_drift",74.3610744536156,73.87,0.491074453615596,0.241154118993856
1983,3,"TX","rw_drift",74.7668172936073,74.79,-0.0231827063926886,0.000537437875689605
1983,3,"UT","rw_drift",77.11998902534,77,0.119989025340018,0.0143973662020476
1983,3,"VT","rw_drift",75.8142456349376,75.37,0.444245634937616,0.197354184161125
1983,3,"VA","rw_drift",74.9163106078731,74.48,0.436310607873139,0.190366946542628
1983,3,"WA","rw_drift",76.6640557268347,76.26,0.404055726834741,0.163261030387951
1983,3,"WV","rw_drift",74.1185094518789,73.58,0.538509451878866,0.289992429762877
1983,3,"WI","rw_drift",76.5873598370996,76.3,0.287359837099558,0.0825756759778845
1983,3,"WY","rw_drift",75.8832656560084,75.63,0.253265656008367,0.0641434925133483
1983,4,"USA","rw_drift",75.2994032795184,74.88,0.41940327951842,0.175899110870806
1983,4,"AL","rw_drift",74.2086123725737,73.6,0.608612372573745,0.370409020049843
1983,4,"AK","rw_drift",74.5149174024936,74.5,0.0149174024936087,0.000222528897156324
1983,4,"AZ","rw_drift",76.4586126710554,75.46,0.998612671055412,0.997227266792424
1983,4,"AR","rw_drift",74.6486551260709,74.06,0.588655126070876,0.346514857449519
1983,4,"CA","rw_drift",76.0139666939869,75.3,0.713966693986876,0.50974844012255
1983,4,"CO","rw_drift",77.0719813041882,76.59,0.481981304188182,0.23230597758694
1983,4,"CT","rw_drift",76.6528491852832,76.26,0.392849185283168,0.154330482377649
1983,4,"DE","rw_drift",75.2227170386922,74.39,0.832717038692209,0.693417666528322
1983,4,"FL","rw_drift",75.6412854048383,75.24,0.401285404838305,0.161029976136242
1983,4,"GA","rw_drift",73.8108397026668,73.25,0.560839702666797,0.314541172087382
1983,4,"HI","rw_drift",78.5345673306161,77.83,0.704567330616072,0.496415123371458
1983,4,"ID","rw_drift",76.3125557893031,76.38,-0.0674442106969053,0.00454872155652856
1983,4,"IL","rw_drift",74.7710557062276,74.61,0.161055706227557,0.0259389405084573
1983,4,"IN","rw_drift",75.1630535951045,74.99,0.173053595104506,0.0299475467785942
1983,4,"IA","rw_drift",76.9979167517943,76.79,0.207916751794258,0.0432293756766751
1983,4,"KS","rw_drift",76.5007754236164,76.51,-0.00922457638357344,8.50928094563808e-05
1983,4,"KY","rw_drift",74.0225882653005,73.99,0.0325882653005181,0.00106199503529695
1983,4,"LA","rw_drift",73.1355897438415,73.27,-0.134410256158503,0.0180661169605945
1983,4,"ME","rw_drift",76.0341530244519,75.69,0.344153024451913,0.118441304239399
1983,4,"MD","rw_drift",74.8571596484853,74.1,0.757159648485327,0.573290733294424
1983,4,"MA","rw_drift",76.2339653004607,75.91,0.323965300460742,0.104953515902619
1983,4,"MI","rw_drift",74.727867224122,74.4,0.327867224121945,0.10749691665343
1983,4,"MN","rw_drift",77.5979812792948,77.33,0.267981279294787,0.0718139660524707
1983,4,"MS","rw_drift",73.4332837725526,72.87,0.563283772552609,0.317288608421099
1983,4,"MO","rw_drift",75.142210893163,74.84,0.302210893163007,0.0913314239463826
1983,4,"MT","rw_drift",75.8629423161308,76,-0.137057683869202,0.01878480870759
1983,4,"NE","rw_drift",76.828439439773,76.5,0.328439439772964,0.107872465598379
1983,4,"NV","rw_drift",75.016137413993,74.27,0.74613741399304,0.556721040560221
1983,4,"NH","rw_drift",76.4757677145728,76.19,0.285767714572799,0.0816631866921607
1983,4,"NJ","rw_drift",75.2260180810278,74.65,0.576018081027797,0.331796829670946
1983,4,"NM","rw_drift",76.1346350165991,75.34,0.794635016599145,0.631444809605523
1983,4,"NY","rw_drift",74.7978434763479,73.99,0.80784347634787,0.652611082277811
1983,4,"NC","rw_drift",74.794584311224,74.11,0.684584311223986,0.46865567917402
1983,4,"ND","rw_drift",77.6096893408558,77.41,0.199689340855841,0.0398758328514401
1983,4,"OH","rw_drift",74.8812701118096,74.79,0.0912701118095498,0.00833023330972772
1983,4,"OK","rw_drift",74.7631242311833,75.05,-0.286875768816699,0.0822977067341724
1983,4,"OR","rw_drift",76.5135516578569,75.78,0.733551657856893,0.538098034744596
1983,4,"PA","rw_drift",75.1363355034527,74.59,0.546335503452653,0.298482482332864
1983,4,"RI","rw_drift",76.3566164821529,75.72,0.636616482152931,0.405280545348773
1983,4,"SC","rw_drift",73.6703192989022,73.02,0.650319298902161,0.422915190524599
1983,4,"SD","rw_drift",76.2777982847641,76.19,0.0877982847641192,0.00770853880752137
1983,4,"TN","rw_drift",74.5336124245503,73.91,0.623612424550302,0.388892456053506
1983,4,"TX","rw_drift",74.922061174412,75.01,-0.0879388255879547,0.00773323704578872
1983,4,"UT","rw_drift",77.3164170100539,76.98,0.33641701005385,0.113176404653572
1983,4,"VT","rw_drift",76.0090398710538,75.52,0.489039871053819,0.239159995480336
1983,4,"VA","rw_drift",75.134749866714,74.79,0.344749866714039,0.118852470599348
1983,4,"WA","rw_drift",76.8734862936866,76.29,0.583486293686605,0.340456254920131
1983,4,"WV","rw_drift",74.2884561022817,73.77,0.518456102281704,0.268796729993136
1983,4,"WI","rw_drift",76.7804795477682,76.49,0.290479547768172,0.0843783676716015
1983,4,"WY","rw_drift",76.0930472656327,76.61,-0.516952734367251,0.267240129569778
1983,5,"USA","rw_drift",75.4842108140843,74.85,0.634210814084341,0.402223356701522
1983,5,"AL","rw_drift",74.4140823899042,73.35,1.06408238990423,1.1322713325043
1983,5,"AK","rw_drift",74.716121496423,74.79,-0.0738785035770206,0.00545803329077985
1983,5,"AZ","rw_drift",76.7009792937659,75.66,1.04097929376586,1.08363789004926
1983,5,"AR","rw_drift",74.7961945910014,73.98,0.816194591001434,0.666173610379998
1983,5,"CA","rw_drift",76.1806550776812,75.27,0.910655077681184,0.829292670506524
1983,5,"CO","rw_drift",77.2854973642034,76.77,0.51549736420337,0.265737532500621
1983,5,"CT","rw_drift",76.8446737923457,76.28,0.564673792345658,0.318856491762028
1983,5,"DE","rw_drift",75.4148795043553,74.26,1.15487950435528,1.33374666957989
1983,5,"FL","rw_drift",75.8240883457038,75.13,0.694088345703804,0.481758631641843
1983,5,"GA","rw_drift",74.0143176743904,73.16,0.854317674390387,0.729858688775799
1983,5,"HI","rw_drift",78.7764486675123,78.66,0.116448667512259,0.0135602921653806
1983,5,"ID","rw_drift",76.4933313973693,76.18,0.313331397369339,0.0981765645774226
1983,5,"IL","rw_drift",74.9504025029377,74.39,0.560402502937663,0.314050965298797
1983,5,"IN","rw_drift",75.3241938867836,74.85,0.47419388678361,0.224859842262947
1983,5,"IA","rw_drift",77.1761205536807,76.79,0.386120553680655,0.149089081974656
1983,5,"KS","rw_drift",76.6583888526419,76.32,0.338388852641927,0.11450701559232
1983,5,"KY","rw_drift",74.1685396614622,73.87,0.298539661462172,0.0891259294659483
1983,5,"LA","rw_drift",73.3064713926041,72.99,0.316471392604086,0.10015414233677
1983,5,"ME","rw_drift",76.2446461068184,75.59,0.654646106818419,0.428561525172512
1983,5,"MD","rw_drift",75.0670614766372,74.2,0.867061476637147,0.75179560426819
1983,5,"MA","rw_drift",76.4216877565309,75.78,0.641687756530899,0.411763176881659
1983,5,"MI","rw_drift",74.8864151633553,74.59,0.296415163355292,0.0878619490669442
1983,5,"MN","rw_drift",77.7975671486517,77.27,0.527567148651656,0.278327096336438
1983,5,"MS","rw_drift",73.6265006681035,73.14,0.48650066810346,0.236682900065113
1983,5,"MO","rw_drift",75.303666675233,74.98,0.323666675232971,0.104760116656366
1983,5,"MT","rw_drift",76.0909820544982,76.28,-0.189017945501803,0.0357277837217225
1983,5,"NE","rw_drift",76.9983856340265,76.57,0.428385634026512,0.183514251440296
1983,5,"NV","rw_drift",75.2622094843804,74.12,1.14220948438043,1.30464250620861
1983,5,"NH","rw_drift",76.6832076534498,76.06,0.623207653449768,0.388387779318366
1983,5,"NJ","rw_drift",75.4082946888869,74.56,0.848294688886881,0.71960387919369
1983,5,"NM","rw_drift",76.3596229063025,75.5,0.859622906302491,0.738951541039941
1983,5,"NY","rw_drift",74.9788036493862,73.88,1.09880364938624,1.20736945990452
1983,5,"NC","rw_drift",75.0078374262666,73.93,1.0778374262666,1.161733517461
1983,5,"ND","rw_drift",77.8151954130137,77.19,0.625195413013671,0.390869304453335
1983,5,"OH","rw_drift",75.0447630816208,74.83,0.214763081620802,0.0461231812272633
1983,5,"OK","rw_drift",74.8884039706802,74.88,0.0084039706801633,7.06267231930444e-05
1983,5,"OR","rw_drift",76.7150538412684,75.88,0.835053841268405,0.697314917817118
1983,5,"PA","rw_drift",75.3344849969689,74.74,0.594484996968887,0.353412411621098
1983,5,"RI","rw_drift",76.5592581242045,76.06,0.499258124204474,0.24925867458417
1983,5,"SC","rw_drift",73.922056041427,73.03,0.892056041427026,0.795763981046455
1983,5,"SD","rw_drift",76.4601267848334,76.55,-0.0898732151666195,0.00807719480438549
1983,5,"TN","rw_drift",74.706150395485,73.95,0.756150395484994,0.571763420592113
1983,5,"TX","rw_drift",75.0773050552168,74.94,0.137305055216785,0.0188526781880845
1983,5,"UT","rw_drift",77.5128449947677,77.24,0.272844994767695,0.0744443911697835
1983,5,"VT","rw_drift",76.20383410717,76.37,-0.166165892829994,0.0276111039399891
1983,5,"VA","rw_drift",75.353189125555,74.83,0.52318912555495,0.273726861098953
1983,5,"WA","rw_drift",77.0829168605385,76.27,0.812916860538479,0.660833822147737
1983,5,"WV","rw_drift",74.4584027526845,73.88,0.578402752684539,0.334549744313052
1983,5,"WI","rw_drift",76.9735992584368,76.51,0.463599258436773,0.214924272423126
1983,5,"WY","rw_drift",76.3028288752571,75.86,0.442828875257135,0.196097412761499
1983,6,"USA","rw_drift",75.6690183486503,75.13,0.539018348650259,0.290540780181653
1983,6,"AL","rw_drift",74.6195524072347,73.53,1.08955240723471,1.18712444811094
1983,6,"AK","rw_drift",74.9173255903524,75.01,-0.0926744096476426,0.00858854620353908
1983,6,"AZ","rw_drift",76.9433459164763,75.93,1.0133459164763,1.02686994643919
1983,6,"AR","rw_drift",74.943734055932,74.22,0.723734055931999,0.523790983715782
1983,6,"CA","rw_drift",76.3473434613755,75.43,0.917343461375481,0.841519026128348
1983,6,"CO","rw_drift",77.4990134242185,77.16,0.33901342421855,0.114930101800386
1983,6,"CT","rw_drift",77.0364983994081,76.47,0.566498399408147,0.320920436531992
1983,6,"DE","rw_drift",75.6070419700184,74.37,1.23704197001835,1.53027283558689
1983,6,"FL","rw_drift",76.0068912865693,75.41,0.596891286569303,0.356279207982358
1983,6,"GA","rw_drift",74.217795646114,73.34,0.877795646113967,0.770525196336636
1983,6,"HI","rw_drift",79.0183300044084,78.18,0.838330004408434,0.702797196291444
1983,6,"ID","rw_drift",76.6741070054356,76.75,-0.0758929945643985,0.00575974662395182
1983,6,"IL","rw_drift",75.1297492996478,74.64,0.48974929964777,0.239854376505481
1983,6,"IN","rw_drift",75.4853341784627,75.33,0.155334178462709,0.0241287069986848
1983,6,"IA","rw_drift",77.3543243555671,77.07,0.284324355567065,0.080840339168627
1983,6,"KS","rw_drift",76.8160022816674,76.73,0.0860022816674046,0.0073963924519996
1983,6,"KY","rw_drift",74.3144910576238,74.05,0.264491057623843,0.0699555195629791
1983,6,"LA","rw_drift",73.4773530413667,72.88,0.597353041366674,0.356830656030015
1983,6,"ME","rw_drift",76.4551391891849,76.21,0.24513918918494,0.0600932220742497
1983,6,"MD","rw_drift",75.276963304789,74.54,0.736963304788972,0.543114912605483
1983,6,"MA","rw_drift",76.6094102126011,76.38,0.229410212601067,0.0526290456456668
1983,6,"MI","rw_drift",75.0449631025886,74.84,0.204963102588636,0.0420098734227596
1983,6,"MN","rw_drift",77.9971530180085,77.84,0.157153018008515,0.0246970710691846
1983,6,"MS","rw_drift",73.8197175636543,72.85,0.969717563654314,0.940352153259658
1983,6,"MO","rw_drift",75.4651224573029,75.17,0.295122457302938,0.0870972648045244
1983,6,"MT","rw_drift",76.3190217928656,76.23,0.0890217928655943,0.00792487960500478
1983,6,"NE","rw_drift",77.16833182828,76.83,0.338331828280047,0.114468426027319
1983,6,"NV","rw_drift",75.5082815547678,74.62,0.888281554767829,0.789044120540752
1983,6,"NH","rw_drift",76.8906475923267,76.52,0.370647592326748,0.137379637697615
1983,6,"NJ","rw_drift",75.590571296746,75.02,0.570571296745968,0.325551604670375
1983,6,"NM","rw_drift",76.5846107960058,75.77,0.814610796005837,0.663590748969264
1983,6,"NY","rw_drift",75.1597638224246,74.22,0.939763822424609,0.883156041938113
1983,6,"NC","rw_drift",75.2210905413092,74.26,0.961090541309218,0.923695028594046
1983,6,"ND","rw_drift",78.0207014851715,77.75,0.2707014851715,0.0732792940740559
1983,6,"OH","rw_drift",75.208256051432,75.23,-0.0217439485679591,0.000472799299326052
1983,6,"OK","rw_drift",75.013683710177,75.12,-0.106316289822985,0.0113031534817249
1983,6,"OR","rw_drift",76.9165560246799,76.15,0.7665560246799,0.587608138973052
1983,6,"PA","rw_drift",75.5326344904851,75.08,0.45263449048511,0.204877981976715
1983,6,"RI","rw_drift",76.761899766256,76.22,0.541899766256023,0.293655356668332
1983,6,"SC","rw_drift",74.1737927839519,73.23,0.943792783951892,0.890744819039663
1983,6,"SD","rw_drift",76.6424552849026,76.69,-0.0475447150973594,0.00226049993368907
1983,6,"TN","rw_drift",74.8786883664197,74.32,0.558688366419702,0.312132690772715
1983,6,"TX","rw_drift",75.2325489360215,74.96,0.272548936021522,0.0742829225264637
1983,6,"UT","rw_drift",77.7092729794815,77.55,0.159272979481528,0.0253678819929234
1983,6,"VT","rw_drift",76.3986283432862,76.42,-0.0213716567137965,0.000456747710692362
1983,6,"VA","rw_drift",75.5716283843959,75.22,0.351628384395852,0.123642520712837
1983,6,"WA","rw_drift",77.2923474273903,76.77,0.522347427390343,0.27284683490131
1983,6,"WV","rw_drift",74.6283494030874,74.01,0.618349403087365,0.3823559842985
1983,6,"WI","rw_drift",77.1667189691054,76.82,0.346718969105396,0.120214043537509
1983,6,"WY","rw_drift",76.5126104848815,75.96,0.552610484881527,0.305378348000996
1983,7,"USA","rw_drift",75.8538258832162,75.39,0.463825883216174,0.215134449941264
1983,7,"AL","rw_drift",74.8250224245652,73.66,1.16502242456519,1.35727724973976
1983,7,"AK","rw_drift",75.1185296842817,74.96,0.158529684281746,0.0251316607984699
1983,7,"AZ","rw_drift",77.1857125391868,76.23,0.955712539186749,0.913386457558783
1983,7,"AR","rw_drift",75.0912735208626,74.35,0.741273520862563,0.549486432731981
1983,7,"CA","rw_drift",76.5140318450698,75.82,0.694031845069802,0.481680201970993
1983,7,"CO","rw_drift",77.7125294842337,77.21,0.502529484233733,0.252535882524222
1983,7,"CT","rw_drift",77.2283230064706,77.12,0.108323006470627,0.0117338737308355
1983,7,"DE","rw_drift",75.7992044356814,75.03,0.769204435681431,0.591675463871988
1983,7,"FL","rw_drift",76.1896942274348,75.66,0.529694227434803,0.280575974577752
1983,7,"GA","rw_drift",74.4212736178376,73.78,0.641273617837555,0.411231852934467
1983,7,"HI","rw_drift",79.2602113413046,78.16,1.10021134130463,1.21046499553533
1983,7,"ID","rw_drift",76.8548826135019,77.21,-0.355117386498137,0.126108358193267
